name_type,non_sci_name
LP,Jatropha hastata Jacq.
LP,Diospyros galpinii (Hiern) De Winter
LP,petunga venulosa Hook.f.
LP,Lilium polyphyllum D. Don
LP,Cordia globosa (Jacq.) Kunth
LP,Pinguicula vulgaris L.
LP,Cypripedium parviflorum Salisb.
LP,Chionanthus foveolatus (E.Mey.) Stearn subsp. foveolatus
LP,Croton joufra Roxburgh
LP,Holostylon baumii (Gtirke) G.Taylor
LP,Caralluma fimbriata Wall.
LP,Cyperus littoreus
LP,Lippia alba (Mill.) N.E. ex Britton et Wilson
LP,Myriostachya wightiana Hook.f.
LP,Stereospermum colais (Buch.-Ham. ex Dillw.) Mabb.
LP,Cydisia aegunoctialis
LP,Echinochloa crus-galli Beauvois
LP,Haemanthus cinnabarinus Decaisne
LP,Polystachya modesta Rchb.f.
LP,Rosa montezumae H.B.K.
LP,Licuala spinosa Wurmb
LP,Castilleja thompsonii Pennell
LP,Antidesma diantrum
LP,Hedyotis verticillata
LP,Amitostigma chinense (Rolfe) Schltr.
LP,Rothmannia octomera
LP,Capellenia moluccana
LP,Tacazzea apiculata Oliv.
LP,Syzygium malaccense
LP,Alnus incana subsp. rugosa (Du Roi) R.t.clausen
LP,Kniphofia rooperi (Moore) Lem.
LP,Thevetia plumeriaefolia
LP,"Dioscorea bulbifera L,"
LP,Euphorbia sanguinea Hochst et Stend
LP,Kalopanax septemlobus Koidzumi
LP,Tilia tuan Szysz. var. chinensis Rehd. & Wils.
LP,Phyllanthus emblica Muell. Arg.
LP,Athrixia heterophylla (Thunb.) Less.
LP,Lindera aggregata (Sims) Kosterm.
LP,Rhodamnia cinerea
LP,Musa x paradisiaca
LP,Alchornea cordifolia (Schumach. & Thonn.) Müll.Arg.
LP,Oldenlandia corymbosa L.
LP,Phyllanthus acuminatus Vahl
LP,Carpinus betulus L.
LP,Tebebula pentaphylla
LP,Averrhoa acida L.
LP,Pseudocinchona africana
LP,Rheum moorcroftianum Royle
LP,Calotropis gigantea (Willd.) Dryand. ex Ait.f.
LP,Dioscorea portera
LP,Sideritis germanicopolitana subsp. germanicopolitana
LP,Plectranthus laxiflorus Benth.
LP,Hoya rumphii
LP,Ceratonia siliqua L.
LP,Polypodium polypodioides (L.) Watt
LP,Helenium puberulum DC.
LP,Hypoxis aurea Loureiro
LP,Pogostemon cablin Bentham
LP,Cleistocalyx myrtoides Gray
LP,Rottboellia cochinchinensis (Lour.) Clayton
LP,Pidding-tonia nummularia
LP,Mallotus philippinensis Muell. Arg.
LP,Juncus mertensianus Bong.
LP,Mapania humilis F.-Vill.
LP,Comocladia dentata Jacq.
LP,Rubus villosus Aiton
LP,Mallotus philippensis (Lam.) Muell. Arg.
LP,Zingiber officinalis L.
LP,Adenophora triphylla (Thunb. ex Murray) A.DC.
LP,Eleutherococcus gracilistylus (W.W.Sm.) S.Y.Hu var. nodiflorus (Dunn) H.Ohashi
LP,Diplorhynchus condylocarpon
LP,Fritillaria collicola Hance
LP,Thymus capitatus (L.) Hoffmanns. & Link
LP,Excoecaria bicolor Hassk.
LP,Syzygium malaccensis (L.) Merr. et Perry
LP,Zephyranthes rosea Lindl.
LP,Agastache mexicana (Kunth) Lint & Epling
LP,Alpinia katsumadai
LP,Smilax pseudosyphilitica
LP,Pennisetum canchroides
LP,Rudbeckia hirta var. angustifolia (T. V Moore) Perdue
LP,Metroxylon longispinum
LP,Paeonia suffruticosa Andrzeiowski
LP,Sideritis huber-morathii
LP,Sideritis scardica subsp. scardica
LP,Hymenocardia acida Tulasne
LP,Cucumis prophetarum L.
LP,Amyris balsamifera L.
LP,Piper cubeba L.f.
LP,Crepis rueppellii Sch.Bip.
LP,Orthosiphon stamineus
LP,Picea abies (L.) H. Karst.
LP,Anemarrhena asphodeloides
LP,Eryngium carlinae Delaroche
LP,Ranunculus occidentalis Nutt.
LP,Cinnamomum verum J. Presl
LP,Gonolobus pedunculatus
LP,Aralia filicifolia
LP,Euphorbia heterophylla L.
LP,Cerbera odollam Gaertn.
LP,Ruizia cordata Cav.
LP,Croton hirtus L' Herit.
LP,Hedychium venustum Wight
LP,Rabdosia nervosa (Hemsl.) C.Y.Wu & H.W.Li
LP,Stenolobium stans Seeman
LP,Diospyros insignis Thw.
LP,Hornsledtia rumphii
LP,Aegiphila integrifolia (Jacq.) B.D.Jacks.
LP,Begonia luxurians Scheidw.
LP,Salvia roborowskii Maxim.
LP,Exallage auricularia
LP,Psoralea pinnata L.
LP,Corylus americana
LP,Urceola elastica
LP,Acer negundo
LP,Pouteria lucuma Kuntze
LP,Scabiosa incisa Mill.
LP,Clematis chinensis Osbeck
LP,Dracaena arborea Link
LP,Phragmites maximus
LP,Solanum renschii Vatke
LP,Cymbopogon jawarancusa schultes
LP,Ipomoea purga (Wend.) Heyne
LP,Euphorbia grandicornis Goebel ex N.E.Br.
LP,Anredera cordifolia (Tenore) van Steen.
LP,Salvia lavanduloides Kunth
LP,Calycophyllum megistocaulum (K. Krause) C.M. Taylor
LP,Mareya micrantha Muell.-Arg.
LP,Croton eluteria Bennet
LP,Alyxia stellata (J.R.Forst. & G.Forst.) Roem. & Schult.
LP,Kniphofia gracilis Harv. ex Baker
LP,Caralluma indica (Wight & Arn.) N.E.Br.
LP,Petasites officinalis Moench
LP,Antidesma ghaesembilla Gaertn.
LP,Simarouba glauca DC.
LP,Amorphophallus mairei Levl.
LP,Elephantopus mollis Kunth
LP,Citrus aurantium L.
LP,Lycium pallidum Miers
LP,Holarrhena antidysenterica Wall.
LP,Sigesbeckia glabrescens Makino
LP,Mentha longifolia (L.) Huds
LP,Mariscus siberianus Nees
LP,Chamaecrista mimosoides (L.) Greene
LP,Leonotis mollissima
LP,Arrabidaea chica (Humb. & Bonpl.) B.Verl.
LP,Solidago speciosa Nutt.
LP,Scutellaria heydei Hook.f.
LP,Tecoma leucoxylon
LP,Thymbra capitata (L.) Cav.
LP,Pleomale spicata (Roxb.) N.E.Br.
LP,Gynochtodes sublanceolata
LP,Colutea arborescens L.
LP,Parkia biglobosa
LP,Blumea balsamifera (L.) DC.
LP,Ardisia lindleyana D.Dietr.
LP,Avena fatua L.
LP,Himatanthus bracteatus (A.DC.) Woodson
LP,Randia fasciculata DC.
LP,Fritillaria prezewalskii Maxim.
LP,Canavalia ensiformis
LP,Diospyros kaki L.f.
LP,Syzygium caryophyllaeum Auct.Non Gaertn.
LP,Oxalis stricta L.
LP,Syringa vulgaris
LP,Iris wattii auct. non Baker
LP,Calotropis gigantea (L.) W.T. Aiton
LP,Crotalaria sagittalis L.
LP,Ligustrum henryi Hemsl.
LP,Lavandula angustifolia subsp. pyrenaica
LP,Quercus truncata King ex Hook.f.
LP,Pachyelasma tessmannii (Harms) Harms
LP,Ephedra nevadensis
LP,Cayaponia tayuya (Veil.) Cogn.
LP,Chrysanthemum x morifolium Ramat.
LP,Bertholletia excelsa Humboldt et Bonpland
LP,Rhus aromatica Aiton
LP,Streptolirion volubile Edgew.
LP,Stenanthium occidentale Gray
LP,Hedyotis pumila L.f.
LP,Heteropogon contortus (L.) P. Beauv. ex Roem. & Schult.
LP,Jatropha multifida L.
LP,Chaenomeles sinensis (Thouin) Koehne
LP,Tristachya superba (De Not.) Schweinf. & Asch.
LP,Eugenia apiculata DC.
LP,Physocarpus malvaceus (Greene) Kuntze
LP,Dioscorea mexicana
LP,Sisyrinchium vaginatum Spreng. subsp. vaginatum
LP,Lippia javanica Sprengel
LP,Acrostichum aureum L.
LP,Schizonepeta multifida (L.) Briq.
LP,Phaeomoeria chrysocalyx
LP,Habenaria rariflora A. Rieb.
LP,Manulea crassifolia Benth.
LP,Triglochin maritima L.
LP,Markhamia lutea (Benth.) Schum.
LP,Ajuga chamaepitys (L.) Schreb.
LP,Pentaphragma begoniifolium (Roxb.) G. Don
LP,Arenga obtusifolia
LP,Agapanthus praecox Willd. subsp. orientalis (Leight.) Leight.
LP,Anisomeles malabarica R.Br. ex Sims
LP,Anchusa undulata L.
LP,Ulmus glabra Huds.
LP,Hedeoma quinquenervata
LP,Ischaemum muticum
LP,Centotheca latifolia
LP,Larrea divaricata Cav.
LP,Conyza ulmifolia (Burm.f.) Kuntze
LP,Cola lateritia Schumann var. maclaudi Chevalier
LP,Mallotus japonicus (L.F.) MÜLL. ARG.
LP,Gaillonia aucheri Jaub. & Spach.
LP,Parinari kerstingii Engler
LP,Zingiber spectabile
LP,Pandanus tectorius Soland.
LP,Leptadenia reticulata
LP,Caryota maxima
LP,Dioscorea kleiniana
LP,Rubus rosaefolius Stokes.
LP,Cordia trichotoma (Vell.) Arráb. ex Steud.
LP,Monochoria vaginalis (Burm.f.) C.Presl.
LP,Orthosiphon thymiﬂorus (Roth) Sleesen
LP,Vitex minahassae
LP,Pterospermum jackianum Wall.
LP,Baccaurea dulcis (Jack) M.A.
LP,Portulaca axilliflora Blanco
LP,Xylotheca tettensis (Klotzsch) Gilg var. kirkii
LP,Scrophularia buergeriana Miquel var. tsinglingensis P.C.
LP,Jatropha gossypiifolia L.
LP,Ficus pumila var. awkeotsang (Makino) Corner
LP,Efulensia clematoides C.H.Wright
LP,Virectaria major (Schum.) Verdc.
LP,Imperata cylindrica Beauvois
LP,Cratoxylon clandestinum Bl.
LP,Cyathula cylindrica Moq.
LP,Delosperma napiforme (N.E. Brown) Schwantes
LP,Kerinozoma littoralis
LP,Teucrium alborubrum Hemsl.
LP,Veratrum maackii Regel
LP,Cyperus kyllingia Endl.
LP,Atriplex vestita (Thunb.) Aellen var. appendiculata Aellen
LP,Gardenia coronaria Buch.-Ham.
LP,Tabernaemontana soralensis Pierre
LP,Grewia tenax (Forssk.) Fiori
LP,Larix amabilis Nelson
LP,Salvia yunnanensis C.H.Wright
LP,Eleocharis dulcis
LP,Lilium brownii F. E. Br. ex Miellez var. viridulum Baker
LP,Aesculus chinensis Bunge
LP,Klaseopsis chinensis (S.Moore) L.Martins
LP,Roscoea gracilis Sm.
LP,Gigantochloa felix (Keng) Keng f.
LP,Cyathula orthacantha (Hochst. ex Asch.) Schinz
LP,Pinus roxburghii Sargent.
LP,Dacrydium pierrei Hickel
LP,Juncus prismatocarpus R.Brown
LP,Schisandra bicolor Cheng
LP,Nardostachys chinensis Batalin
LP,Rhamnus cathartica L.
LP,Oldenlandia corymbosa
LP,Acer spicatum Lam.
LP,Juniperus squamata Buch.-Ham.
LP,Sabina wallichiana (Hook. f. & Thoms.) Kom. var. meinocarpa (Hand.-Mazz.) Cheng & L.K.Fu
LP,Gymnosporia senegalensis (Lam.) Loes.
LP,Daemonorops hystrix
LP,Polygala myrtifolia L.
LP,Crataegus pinnatifida Bunge var. major N.E.Br.
LP,Garuleum bipinnatum (Thunb.) Less.
LP,Vitex peduncularis Wall. ex Schauer var. roxburghiana C.B.Clarke
LP,Aganosma dichotoma (Roth) K.Schum.
LP,Phytolacca octandra L.
LP,Dragocephalum paulsenii Briq.
LP,Pedicularis anas Maxim. var. tibetica Bonati
LP,Tithonia diversifolia (Hemsl.) A. Gray
LP,Castanopsis argentea
LP,Caryopteris incana (Thunb. Ex Houtt.) Miq.
LP,Holoptelea integrifolia Planch.
LP,Elettaria major
LP,Eragrostis megastachya
LP,Eugenia microcyma
LP,Qualea wittrockii Malme
LP,Sporobolus diander (Retz.) Beauv.
LP,Amorphophallus rivieri
LP,Thevetia thevetioides
LP,Pimenta racemosa var. racemosa (P. Mill.) J. W. Moore
LP,Tylophora indica (Burm.f.) Merr.
LP,Protea gaguedi J.F.Gmel.
LP,Yucca gloriosa L.
LP,Plectranthus striatus Benth.
LP,Urginea sanguinea Schinz
LP,Cryptocoryne wendtii
LP,Conioselinum gmelinii (Cham. & Schltdl.) J.M. Coult. & Rose
LP,Antidesma bunius Spreng.
LP,Polygonum flaccidum Meissn.
LP,Campanundea javanica Bl.
LP,Raphionacme burkei N.E.Br.
LP,Iresine herbstii Hook.
LP,Kohautia amatymbica Eckl. & Zeyh.
LP,Diospyros pallens (Thunb.) F.White
LP,Pseudoroegneria spicata (Pursh) Á. Löve ssp. spicata
LP,Thymus x citriodorus (Pers.) Schreb.
LP,Sonchus asper (L.) Hill
LP,Euryops annae E.Phillips
LP,Myrmecodia rumphii
LP,Alchemilla schizophylla Baker
LP,Adina polycephala
LP,Opopanax chironium Koch
LP,Dichorisandra hexandra (Aubl.) Standl.
LP,Strychnos decussata (Pappe) Gilg
LP,Newboldia laevis Seeman
LP,Cratoxylon hypercinum
LP,Celtis mildbraedii Engl.
LP,Cochlospermum religiosum (L.) Alston
LP,Nicolaia heymeana
LP,Solanum americanum Mill.
LP,Asparagus rottleri Baker
LP,Arisaema franchetianum Engl.
LP,Saccharum spontaneum
LP,Gnetum buchholzianum
LP,Phrynium pubinerve Bl.
LP,Rumex scutatus L.
LP,Fraxinus americana
LP,Aspidosperma schultesii Woodson
LP,Platanthera mandarinorum Reichb. f.
LP,Amomum hochreutineri
LP,Nepeta discolor Royle ex Benth.
LP,Tabebuia impetiginosa (Martius ex DC.) Standley
LP,Merremia caespitosa
LP,Lobelia cardinalis ssp. graminea var. propinqua (Paxton) Bowden
LP,Epipactis erecta Thunb.
LP,Baccaurea malayana
LP,Cyrtanthus stenanthus Baker
LP,Acanthoponax gracilistylus W.W.Smith
LP,Convolvulus paniculatus L.
LP,Radermachera frondosa Chun and F.C. How
LP,Psorospermum alternifolium Hook. f.
LP,Dendrobium chrysotoxum Lindl.
LP,Ligustrum sinense Lour. var. myrianthum (Diels) Hofk.
LP,Pontederia cordata L. var cordata
LP,Cuscuta australis R. Br.
LP,Meriandra benghalensis (J.Koenig ex Roxb.) Benth.
LP,Rubia cordifolia L. subsp. conotricha (Gand.) Verde.
LP,Agrimonia pilosa Ledeb. var. nepalensis (D. Don) Nakai
LP,Randia rugulosa (Thwaites) Hook.f.
LP,Dischidia nummularia R.Br.
LP,Gymnadenia orchidis Lindl.
LP,Oxalis pes-caprae L. var. pes-caprae
LP,Scutellaria salviifolia Benth.
LP,Axonopus compressus (Sw.) Beauv.
LP,Gentiana punctata
LP,Torricellia angulata Oliv.
LP,Kaempferia rotundra
LP,Ertela trifolia (L.) Kuntze
LP,Asparagus officinalis Linné
LP,Peltodon longipes A. St.-Hil. ex Benth.
LP,Smilax wightii A.DC.
LP,Syzygium guineense
LP,Lagenaria rufa (Gilg) C. Jeffrey
LP,Areca glandiformis Lamk
LP,Neomarica northiana
LP,Chamaebatiaria millefolium (Torr.) Maxim.
LP,Hygrophila auriculata (Schumach.) Heine
LP,Acalypha wilkesiana Muell.-Arg.
LP,Scyphochlamys revoluta Balf. f.
LP,Pinus sabiniana Dougl. ex Dougl.
LP,Lachnanthes tinctoria Ell.
LP,Melocalamus compactiflorus Benth.
LP,Manilkara sulcata
LP,Luffa aegyptiaca Mill.
LP,Psydrax subcordata (Dc.) Bridson
LP,Knautia arvensis (L.) Coult.
LP,Erycibe malaccensis
LP,Aneilema lineolatum Kunth
LP,Paris verticillata M.-Bieb.
LP,Helichrysum oxyphyllum DC.
LP,Ruscus hypophyllum L.
LP,Mallotus japonica Mueller Arg.
LP,Andropogon leucostachyus Kunth
LP,Andropogon laniger Desf.
LP,Torreya grandis Fortune ex Lindl.
LP,Bromus insignis Buese
LP,Tritonia disticha (Klatt) Baker
LP,Quercus cyclophora
LP,Typhonium trilobotum (L.) Schott
LP,Alocasia denudata
LP,Lycoris radiata Herbich
LP,Acacia polyacantha Willd. subsp. campylacantha (Hochst. ex A.Rich.) Brenan
LP,Curcuma colorata
LP,Trillium erectum
LP,Hibiscus sabdariffa L.
LP,Aquilegia vulgaris L.
LP,Drymophloeus jaculatorius
LP,Carludovica brachyps
LP,Cussonia spicata Thunb.
LP,Musa glauca Roxb.
LP,Magnolia heptapeta Dandy
LP,Nardosmia laevigata DC.
LP,Clerodendron spinescens Gürke
LP,Avicennia marina (Forsskal) Vierh.
LP,Donax cannaeformis K.Scho.
LP,Aloe saponaria Haworth
LP,Castanopsis acuminitissima
LP,Dioscorea rotunda
LP,Senecio lamarckianus Bullock
LP,Salvia haematodes Linn.
LP,Curculigo prainiana (Deb) Bennet & Raiz.
LP,Forrestia hispida Less. & A.Rich.
LP,Ipomoea sepiaria Roxb.
LP,Pauridiantha dewevrei
LP,Cryptocarya latifolia Sond.
LP,Cissampelos mucronata A.Rich.
LP,Homalomena sagittifolia
LP,Aucuba chinensis Benth. subsp. omeiensis (Fang) Fang & Soong
LP,Juncus ensifolius Wikstr.
LP,Magnolia magnolia officinalis var. biloba Rehder & E.h. Wilson
LP,Echinacea pallida Nutt.
LP,Corynanthe pachyceras
LP,Euphorbia royleana Boissier
LP,Ferula orientalis L.
LP,Hibiscus rosa-sinensis L.
LP,Cecropia goudotiana Trécul
LP,Rhus zeyheri Sond.
LP,Bouvardia ternifolia (Cav.) Schltdl.
LP,Aphloia theiformis (Vahl) Benn.
LP,Tylophora tenuissima (Roxb.) Wight & Arn
LP,Necepsia afzelli
LP,Ficus pertusa L.f.
LP,Hymenachne indica Buese
LP,Cajanus cajan (Linn.) Millsp.
LP,Acanthoponax bodinieri Lévl.
LP,Quercus phellos L.
LP,Boehmeria clidemioides Miquel var. diffusa (Weddell) Handel-Mazzetti
LP,Breynia cernua (Poir.) Muell.Arg.
LP,Cyperus tuberosus
LP,Xysmalobium parviflorum Harv. ex Scott-Elliot
LP,Solanum douglasii Dunal
LP,Protea hirta Klotzsch
LP,Lactuca tatarica var. pulchella (Pursh) Breitung
LP,Dolichos pratensis (E.Mey.) Taub.
LP,Schubertia grandiflora Mart. & Zucc.
LP,Echinacea purpurea (L.) Moench.
LP,Alnus firmifolia Fern.
LP,Homalomena rubescens Kunth
LP,Eugenia zeylanica Wight.
LP,Cymbopogon javanensis
LP,Elsholtziq communis (Coli. & Hemsl.) Diels
LP,Schoenoplectus tabermaemontani (C.C.Gmel.) Palla
LP,Julbernardia globifera Troupin
LP,Cirsium discolor (Muhl. ex Willd.) Spreng.
LP,Sclerocroton cornutus (Pax) Kruijt & Roebers
LP,Cyclopia maculata (Andrews) Kies
LP,Cinnamomum kiamis Nees.
LP,Begonia hirtella Lingk.
LP,Leptaspis urceolata
LP,Solanum rostratum Dunal
LP,Alopecurus pratensis L.
LP,Mallotus philippinensis (Lam.) Muell.-Arg.
LP,Nerium coronarium Jacq.
LP,Dioscorea blumei
LP,Eugenia polycephala Miq.
LP,Mimusops littoralis Kurz
LP,Malachra alceifolia Jacq.
LP,Bidens tripartita L.
LP,Commiphora merkeri Engl.
LP,Micromeria fruticosa
LP,Dioscorea deltoidea Wallich ex Grisebach
LP,Pristimera indica (Willd.) A.C.Sm.
LP,Gigantochloa hasskarliana
LP,Osyris alba L.
LP,Magnolia officinalis
LP,Schoenocaulon officinale (Schltdl. & Cham.) A.Gray
LP,Dioscorea opposita Thunb.
LP,Lilium candidum
LP,Hedysarum coronarium L.
LP,Petrowskia atriplicifolia Bentham
LP,Hoya wightii Hook.f.
LP,Vitex peduncularis Wall.
LP,Cycas rumphii
LP,Rubia tinctoria
LP,Ballota saxatilis subsp. brachyodontha
LP,Zallaca wallichiana
LP,Cosmos bipinnatus Cav.
LP,Parsonsia helicandra Hook. & Arn.
LP,Sabina tibetica Kom.
LP,Alpinia hainanensis K. Schum.
LP,Platostoma flaccidum Benth.
LP,Scirpus planiculmis Fr.Schmidt
LP,Abutilon guineense (K.Schum.) Baker f. & Exell
LP,Diospyros multiflora
LP,Cuscuta epithymum
LP,Corchorus tridens L.
LP,Orlhodon grosseserratum (Maxim.) Kudo
LP,Gnidia capitata L.f.
LP,Brugmansia candida Pers.
LP,Endospermum moluccanum
LP,Ichnocarpus oxypetalus Pitard
LP,Curcuma mangga
LP,Aloe secundiflora
LP,Bowdichia virgilioides Kunth
LP,Bowiea volubilis Harvej
LP,Salvia bengalensis J.Koenig ex Roxb.
LP,Lomatophyllum purpureum (Lam.) Dur. & Schinz
LP,Tynanthus polyanthus (Bur.) Sandwith
LP,Crotonogyne preusii Pax
LP,Eragrostis ferruginea (Thunb.) Beauv.
LP,Croton draconoides Müll.Arg.
LP,Ixora macrothyrsa
LP,Guettarda speciosa
LP,Amblyopetalum coccineum (Griseb.) Malme
LP,Bombax malabaricum DC.
LP,Buchnera ciliata Pennell
LP,Lophatherum gracile
LP,Ipomoea digitata
LP,Sagina japonica (Sw.) Ohwi
LP,Allium bisceptrum S. Watson
LP,Acacia tortilis (Forsk.) Hayne
LP,Aporosa frutescens
LP,Spermacoce articularis L.f.
LP,Aristolochia longa L.
LP,Ervatamia coronaria Stapf.
LP,Arenga pinnata
LP,Tabebuia argentea
LP,Abies cephalonica Loudon
LP,Dioscorea oppositifolia var. oppositifolia
LP,Languas conschigera
LP,Urginea indica Kunth
LP,Tricalysia lanceolata (Sond.) Burtt Davy
LP,Arundo karka
LP,Euphorbia schickendantzii Hieron.
LP,Brugmansia arborea (L.) Lagerh.
LP,Lavandula stoechas
LP,Campanula divaricata Michx
LP,Chamaesyce albomarginata (Torr. & Gray) Small
LP,Gladiolus dalenii
LP,Cassia reticulata Willd.
LP,Pinus oocarpa
LP,Antidesma salaccense Z. & M.
LP,Adenostemma lavenia Kuntze
LP,Bradleia hirsutum Roxb.
LP,Syzygium neucrocalix Gray
LP,Ipomoea hispida Roemer et Schultes
LP,Cubillia blancoi
LP,Phyllanthus reticulatus Poir.
LP,Antelaea azadirachta (L.) Adelb.
LP,Pilocarpus pennatifolius Lem.
LP,Gardenia resinifera Roth
LP,Acanthopanax phanerophlebia Merr. & Chun
LP,Brasenia schreberi J. F. Gmel.
LP,Discoglypremna caloneura (Pax) Prain
LP,Pauridiantha viridiflora (Schweinf. ex Hiern) Hepper
LP,Holosteum umbellatum L.
LP,Amaryllis belladonna L.
LP,Eutrochium purpureum (L.) E.E.Lamont
LP,Oenothera longiflora L.
LP,Indigofera galegoides DC.
LP,Amydrium zippelianum
LP,Geniosporum gracilo Benth.
LP,Origanum vulgare L. subsp. hirtum (Link) Ietsw.
LP,Phyllanthus polyanthus Pax.
LP,Excoecaria madagascariensis (Baill.) Müll.Arg.
LP,Sporobolus indicus (L.) R. Br.
LP,Liparis treubii J.J.Sm.
LP,Eriocaulon buergerianum Koern.
LP,Renealmia sylvestris Horan
LP,Abies spectabilis (D.Don) Spach
LP,Anthospermum aethiopicum L.
LP,Euphorbia klotzschii Oudejans var. klotzschii
LP,Asparagus lycopodineus Wall. ex Baker
LP,Nasturtium officinale R.Br.
LP,Pandanus oviger
LP,Lasia spinosa Thw.
LP,Swida macrophylla (Wall.) Sojak
LP,Orlhosiphon debilis Hemsl.
LP,Cussonia bojeri Seems
LP,Xanthium strumarium subsp. strumarium
LP,Hyptis atrorubens Martius
LP,Uncaria tomentosa (Willd.) DC.
LP,Catunaregum spinosa (Thunb.) Tirvengadum
LP,Glycyrrhiza inflata Batalin
LP,Bonamia mossambicensis (Klotzsch) Hallier f.
LP,Salvia trijuga Diels
LP,Allium sativum
LP,Gymnema lactiferum R.Br.
LP,Clinopodium odorum (Griseb.) Harley
LP,Pistacia eurycarpa Yalt.
LP,Rabdosia adenantha (Diels) Hara
LP,Cuminum cyminum L.
LP,Plumbago europaea L.
LP,Tabebuia barbata Standley
LP,Eucalyptus maculata Hook. Var. Citriodora (Hook.) Bailey
LP,Dioscorea crispata Roxb.
LP,Typha laxmannii Lepech
LP,Aconitum variegatum L.
LP,Glaucium corniculatum (L.) Rudolph
LP,Physalis minima L.
LP,Phyllanthus amarus Schum. & Thonn.
LP,Jacaranda caroba (Vell.) A. Dc.
LP,Aeschynomene aspera L.
LP,Arthraxon typicus (Buese) Koorders
LP,Boophane disticha (L.fil.) Herb.
LP,Calpurnia glabrata Brummitt
LP,Champereia manillana (Blume) Merr.
LP,Monadenium invenustum Brown
LP,Phyllanthus emblica L.
LP,Najas indica
LP,Manilkara achras
LP,Cuscuta reflexa Roxburgh
LP,Alocasia indica
LP,Croton caudatus Geiseler
LP,Rauwolfia tetraphlla L.
LP,Psychotria ipecacuanha L.
LP,Clerodendrum serratum
LP,Croton cortesianus
LP,Antizoma capensis Diels
LP,Euphorbia acaulis Roxb.
LP,Paris polyphylla Smith var. yunnanensis (Franch.) Hand.-Mazz.
LP,Erythrina caffra Thunb.
LP,Pachystigma venosum Hochst.
LP,Campsis radicans (L.) Bureau
LP,Chrozophora prostrata Dalzell & A.Gibson
LP,Epimedium koreanum Nakai
LP,Bassia malabarica Beddom
LP,Perovskia atriplicifolia Benth.
LP,Englerastrum schweinfurthii Briquet
LP,Berberis fortunei Lindl.
LP,Rumex lanceolatus Thunb.
LP,Globba pendula Roxb.
LP,Commelina communis L.
LP,Pandanus odoratissimus
LP,Calamus tolitoliensis
LP,Marsdenia tinctoria R.Brown
LP,Breynia fruticosa Hook.f.
LP,Axonopus compressus (Sw.) P. Beauv.
LP,Imperata contracta
LP,Luzula campestris DC.
LP,Isachne pangerangensis Z.& M.
LP,Dendrobium candidum
LP,Entada natalensis Benth.
LP,Rhododendron micranthum Turcz.
LP,Mimosa casta L.
LP,Plectranthus fruticosus L'Herit.
LP,Vitex negundo Linn.
LP,Polygala leptophylla Burch.
LP,Cyperus canescens Vahl
LP,Helichrysum appendiculatum (L.f.) Less.
LP,Markhamia obtusifolia Sprague
LP,Callicarpa lanata L.
LP,Heliconia bihai L.
LP,Xysmalobium undulatum R.Brown
LP,Thymus × citriodorus (Pers.) Schreb.
LP,Argostemma uniflorum
LP,Palaquium pisang
LP,Eriogonum rotundifolium Benth.
LP,Helianthus angustifolius L.
LP,Paspalum vaginatum Swartz
LP,Eucalyptus globulus Labillardiére
LP,Schumannianthus virgatus
LP,Schistostephium crataegifolium (DC.) Fenzl ex Harv.
LP,Stillingia acutifolia
LP,Chlorospatha longipoda (K. Krause) Madison
LP,Leucas aspera (Willd.) Spreng.
LP,Curcuma wenyujin Y.H.Chen & C.Ling
LP,Pavetta dolichosepala Hiern.
LP,Streptopus obtusatus Fassett
LP,Cryptolepis buchanani Roemer et Schultes
LP,Bupleurum scorzonerifolium Willd.
LP,Lasia heterophylla Schott Melet
LP,Cascabela thevetia
LP,Gladiolus communis L.
LP,Pinckneya pubescens
LP,Isolepis cernua (Vahl) Roem. & Schult.
LP,Metroxylon filare
LP,Torreya grandis Fortune Ex Lindl.
LP,Diospyros racemosa Roxb.
LP,Agathisanthes javanica
LP,Acanthoponax giraldii Harms var. inermis Harms & Rehd.
LP,Glycyrrhiza glabra L.
LP,Pseuderanthemum pacificum Lindau
LP,Hyptis crenata Pohl ex Benth.
LP,Coutarea hexandra (Jacq.) K.Schum.
LP,arundinella agrostoides Trin.
LP,Aralia decaisneana Hance
LP,Isachne virgita
LP,Salsola soda L.
LP,Rubia akane Nakai
LP,Careya arborea Roxburgh
LP,Panicum zollingeri
LP,Lycopodium complanatum L.
